iShares Russell 3000 ETF
Fund Holdings as of,"Feb 02, 2024"
Inception Date,"May 22, 2000"
Shares Outstanding,"46,000,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Shares,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"ADUS","ADDUS HOMECARE CORP","Health Care","Equity","398,360.16","0.00","398,360.16","4,482.00","88.88","United States","NASDAQ","USD","1.00","USD","-"
"GBX","GREENBRIER INC","Industrials","Equity","396,876.96","0.00","396,876.96","8,464.00","46.89","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HMN","HORACE MANN EDUCATORS CORP","Financials","Equity","394,724.33","0.00","394,724.33","10,907.00","36.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HE","HAWAIIAN ELECTRIC INDUSTRIES INC","Utilities","Equity","395,768.23","0.00","395,768.23","29,557.00","13.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UAA","UNDER ARMOUR INC CLASS A","Consumer Discretionary","Equity","393,994.50","0.00","393,994.50","50,838.00","7.75","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RKT","ROCKET COMPANIES INC CLASS A","Financials","Equity","392,551.29","0.00","392,551.29","31,379.00","12.51","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PHIN","PHINIA INC","Consumer Discretionary","Equity","391,503.42","0.00","391,503.42","12,621.00","31.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RXST","RXSIGHT INC","Health Care","Equity","389,966.20","0.00","389,966.20","8,255.00","47.24","United States","NASDAQ","USD","1.00","USD","-"
"MSGE","MADISON SQUARE GARDEN ENTERTAINMEN","Communication","Equity","388,678.88","0.00","388,678.88","11,513.00","33.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"UA","UNDER ARMOUR INC CLASS C","Consumer Discretionary","Equity","389,062.24","0.00","389,062.24","51,737.00","7.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CHCO","CITY HOLDING","Financials","Equity","389,381.04","0.00","389,381.04","3,834.00","101.56","United States","NASDAQ","USD","1.00","USD","-"
"FBK","FB FINANCIAL CORP","Financials","Equity","387,209.60","0.00","387,209.60","10,522.00","36.80","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMI","OWENS & MINOR INC","Health Care","Equity","387,931.74","0.00","387,931.74","19,722.00","19.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LKFN","LAKELAND FINANCIAL CORP","Financials","Equity","388,089.65","0.00","388,089.65","5,935.00","65.39","United States","NASDAQ","USD","1.00","USD","-"
"TNDM","TANDEM DIABETES CARE INC","Health Care","Equity","384,778.62","0.00","384,778.62","16,571.00","23.22","United States","NASDAQ","USD","1.00","USD","-"
"NVCR","NOVOCURE LTD","Health Care","Equity","383,745.60","0.00","383,745.60","27,216.00","14.10","United States","NASDAQ","USD","1.00","USD","-"
"TROX","TRONOX HOLDINGS PLC","Materials","Equity","381,878.00","0.00","381,878.00","27,277.00","14.00","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CSGS","CSG SYSTEMS INTERNATIONAL INC","Industrials","Equity","382,317.30","0.00","382,317.30","7,955.00","48.06","United States","NASDAQ","USD","1.00","USD","-"
"EFSC","ENTERPRISE FINANCIAL SERVICES CORP","Financials","Equity","382,373.20","0.00","382,373.20","9,460.00","40.42","United States","NASDAQ","USD","1.00","USD","-"
"TNK","TEEKAY TANKERS LTD CLASS A","Energy","Equity","382,497.00","0.00","382,497.00","6,483.00","59.00","Bermuda","New York Stock Exchange Inc.","USD","1.00","USD","-"
"APOG","APOGEE ENTERPRISES INC","Industrials","Equity","379,592.46","0.00","379,592.46","7,053.00","53.82","United States","NASDAQ","USD","1.00","USD","-"
"LZ","LEGALZOOM COM INC","Industrials","Equity","379,694.38","0.00","379,694.38","36,439.00","10.42","United States","NASDAQ","USD","1.00","USD","-"
"AGIO","AGIOS PHARMACEUTICALS INC","Health Care","Equity","379,738.14","0.00","379,738.14","16,446.00","23.09","United States","NASDAQ","USD","1.00","USD","-"
"GEO","GEO GROUP REIT INC","Industrials","Equity","380,071.44","0.00","380,071.44","33,516.00","11.34","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CUBI","CUSTOMERS BANCORP INC","Financials","Equity","378,206.07","0.00","378,206.07","7,269.00","52.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PPC","PILGRIMS PRIDE CORP","Consumer Staples","Equity","378,911.52","0.00","378,911.52","14,013.00","27.04","United States","NASDAQ","USD","1.00","USD","-"
"NATL","NCR ATLEOS CORP","Financials","Equity","375,418.98","0.00","375,418.98","17,049.00","22.02","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OMCL","OMNICELL INC","Health Care","Equity","375,444.72","0.00","375,444.72","11,718.00","32.04","United States","NASDAQ","USD","1.00","USD","-"
"BORR","BORR DRILLING LTD","Energy","Equity","374,468.53","0.00","374,468.53","63,577.00","5.89","Norway","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYBT","STOCK YARDS BANCORP INC","Financials","Equity","374,484.06","0.00","374,484.06","7,677.00","48.78","United States","NASDAQ","USD","1.00","USD","-"
"CLSK","CLEANSPARK INC","Information Technology","Equity","373,171.32","0.00","373,171.32","45,069.00","8.28","United States","NASDAQ","USD","1.00","USD","-"
"KROS","KEROS THERAPEUTICS INC","Health Care","Equity","373,207.78","0.00","373,207.78","7,039.00","53.02","United States","NASDAQ","USD","1.00","USD","-"
"ENVX","ENOVIX CORP","Industrials","Equity","373,658.46","0.00","373,658.46","38,681.00","9.66","United States","NASDAQ","USD","1.00","USD","-"
"BIRK","BIRKENSTOCK HOLDING PLC","Consumer Discretionary","Equity","371,761.94","0.00","371,761.94","8,066.00","46.09","Jersey","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ESRT","EMPIRE STATE REALTY REIT INC TRUST","Real Estate","Equity","369,995.85","0.00","369,995.85","39,153.00","9.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VIRT","VIRTU FINANCIAL INC CLASS A","Financials","Equity","370,548.35","0.00","370,548.35","21,991.00","16.85","United States","NASDAQ","USD","1.00","USD","-"
"GPOR","GULFPORT ENERGY CORP","Energy","Equity","370,890.80","0.00","370,890.80","2,980.00","124.46","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"VRE","VERIS RESIDENTIAL INC","Real Estate","Equity","370,906.50","0.00","370,906.50","24,450.00","15.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PRDO","PERDOCEO EDUCATION CORP","Consumer Discretionary","Equity","367,602.11","0.00","367,602.11","20,411.00","18.01","United States","NASDAQ","USD","1.00","USD","-"
"BRP","BRP GROUP INC CLASS A","Financials","Equity","368,425.72","0.00","368,425.72","16,477.00","22.36","United States","NASDAQ","USD","1.00","USD","-"
"ADT","ADT INC","Consumer Discretionary","Equity","366,769.20","0.00","366,769.20","55,740.00","6.58","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SUPN","SUPERNUS PHARMACEUTICALS INC","Health Care","Equity","366,793.52","0.00","366,793.52","13,256.00","27.67","United States","NASDAQ","USD","1.00","USD","-"
"SNDR","SCHNEIDER NATIONAL INC CLASS B","Industrials","Equity","362,124.30","0.00","362,124.30","14,970.00","24.19","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PCRX","PACIRA BIOSCIENCES INC","Health Care","Equity","362,714.70","0.00","362,714.70","11,955.00","30.34","United States","NASDAQ","USD","1.00","USD","-"
"KAMN","KAMAN CORP","Industrials","Equity","361,680.96","0.00","361,680.96","8,032.00","45.03","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"OEC","ORION SA","Materials","Equity","360,194.98","0.00","360,194.98","16,174.00","22.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NTCT","NETSCOUT SYSTEMS INC","Information Technology","Equity","358,239.72","0.00","358,239.72","16,748.00","21.39","United States","NASDAQ","USD","1.00","USD","-"
"ATEC","ALPHATEC HOLDNGS INC","Health Care","Equity","358,626.36","0.00","358,626.36","21,578.00","16.62","United States","NASDAQ","USD","1.00","USD","-"
"RC","READY CAPITAL CORP","Financials","Equity","358,794.59","0.00","358,794.59","39,127.00","9.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WRBY","WARBY PARKER INC CLASS A","Consumer Discretionary","Equity","359,011.24","0.00","359,011.24","26,167.00","13.72","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SABR","SABRE CORP","Consumer Discretionary","Equity","359,348.50","0.00","359,348.50","86,590.00","4.15","United States","NASDAQ","USD","1.00","USD","-"
"WABC","WESTAMERICA BANCORPORATION","Financials","Equity","357,729.36","0.00","357,729.36","7,723.00","46.32","United States","NASDAQ","USD","1.00","USD","-"
"COHU","COHU INC","Information Technology","Equity","358,206.24","0.00","358,206.24","11,222.00","31.92","United States","NASDAQ","USD","1.00","USD","-"
"SBH","SALLY BEAUTY HOLDINGS INC","Consumer Discretionary","Equity","355,722.92","0.00","355,722.92","28,076.00","12.67","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"IMKTA","INGLES MARKETS INC CLASS A","Consumer Staples","Equity","355,834.20","0.00","355,834.20","4,282.00","83.10","United States","NASDAQ","USD","1.00","USD","-"
"STAA","STAAR SURGICAL","Health Care","Equity","355,873.44","0.00","355,873.44","12,792.00","27.82","United States","NASDAQ","USD","1.00","USD","-"
"KURA","KURA ONCOLOGY INC","Health Care","Equity","356,315.19","0.00","356,315.19","16,863.00","21.13","United States","NASDAQ","USD","1.00","USD","-"
"ADEA","ADEIA INC","Information Technology","Equity","355,175.38","0.00","355,175.38","28,346.00","12.53","United States","NASDAQ","USD","1.00","USD","-"
"WNC","WABASH NATIONAL CORP","Industrials","Equity","355,346.00","0.00","355,346.00","12,700.00","27.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XPEL","XPEL INC","Consumer Discretionary","Equity","355,548.78","0.00","355,548.78","6,711.00","52.98","United States","NASDAQ","USD","1.00","USD","-"
"LUMN","LUMEN TECHNOLOGIES INC","Communication","Equity","353,082.60","0.00","353,082.60","271,602.00","1.30","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CTS","CTS CORP","Information Technology","Equity","353,091.53","0.00","353,091.53","8,381.00","42.13","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PAYO","PAYONEER GLOBAL INC","Financials","Equity","353,245.45","0.00","353,245.45","72,535.00","4.87","United States","NASDAQ","USD","1.00","USD","-"
"UFPT","UFP TECHNOLOGIES INC","Health Care","Equity","351,935.88","0.00","351,935.88","2,001.00","175.88","United States","NASDAQ","USD","1.00","USD","-"
"CASH","PATHWARD FINANCIAL INC","Financials","Equity","352,156.29","0.00","352,156.29","7,053.00","49.93","United States","NASDAQ","USD","1.00","USD","-"
"CNA","CNA FINANCIAL CORP","Financials","Equity","352,841.40","0.00","352,841.40","8,145.00","43.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"POWL","POWELL INDUSTRIES INC","Industrials","Equity","352,997.52","0.00","352,997.52","2,872.00","122.91","United States","NASDAQ","USD","1.00","USD","-"
"KFRC","KFORCE INC","Industrials","Equity","350,446.74","0.00","350,446.74","5,119.00","68.46","United States","NASDAQ","USD","1.00","USD","-"
"ALEX","ALEXANDER AND BALDWIN INC","Real Estate","Equity","350,547.28","0.00","350,547.28","20,452.00","17.14","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ASAN","ASANA INC CLASS A","Information Technology","Equity","350,720.76","0.00","350,720.76","19,916.00","17.61","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CARS","CARS.COM INC","Communication","Equity","351,657.76","0.00","351,657.76","18,988.00","18.52","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PFS","PROVIDENT FINANCIAL SERVICES INC","Financials","Equity","351,673.92","0.00","351,673.92","21,816.00","16.12","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PYCR","PAYCOR HCM INC","Industrials","Equity","347,024.85","0.00","347,024.85","17,205.00","20.17","United States","NASDAQ","USD","1.00","USD","-"
"PAR","PAR TECHNOLOGY CORP","Information Technology","Equity","347,074.56","0.00","347,074.56","7,532.00","46.08","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAL","CALERES INC","Consumer Discretionary","Equity","345,271.40","0.00","345,271.40","10,810.00","31.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"JAMF","JAMF HOLDING CORP","Information Technology","Equity","345,344.00","0.00","345,344.00","18,176.00","19.00","United States","NASDAQ","USD","1.00","USD","-"
"PHR","PHREESIA INC","Health Care","Equity","345,413.72","0.00","345,413.72","12,932.00","26.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CNNE","CANNAE HOLDINGS INC","Financials","Equity","346,484.40","0.00","346,484.40","16,690.00","20.76","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PLMR","PALOMAR HOLDINGS INC","Financials","Equity","344,392.02","0.00","344,392.02","5,878.00","58.59","United States","NASDAQ","USD","1.00","USD","-"
"TTMI","TTM TECHNOLOGIES INC","Information Technology","Equity","345,203.40","0.00","345,203.40","24,396.00","14.15","United States","NASDAQ","USD","1.00","USD","-"
"GIII","G III APPAREL GROUP LTD","Consumer Discretionary","Equity","342,979.52","0.00","342,979.52","11,372.00","30.16","United States","NASDAQ","USD","1.00","USD","-"
"APPN","APPIAN CORP CLASS A","Information Technology","Equity","341,633.16","0.00","341,633.16","10,422.00","32.78","United States","NASDAQ","USD","1.00","USD","-"
"HLIO","HELIOS TECHNOLOGIES INC","Industrials","Equity","340,311.52","0.00","340,311.52","8,236.00","41.32","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"XMTR","XOMETRY INC CLASS A","Industrials","Equity","340,856.40","0.00","340,856.40","9,580.00","35.58","United States","NASDAQ","USD","1.00","USD","-"
"STEL","STELLAR BANCORP INC","Financials","Equity","338,865.00","0.00","338,865.00","13,775.00","24.60","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SAGE","SAGE THERAPEUTICS INC","Health Care","Equity","339,200.38","0.00","339,200.38","13,694.00","24.77","United States","NASDAQ","USD","1.00","USD","-"
"ELME","ELME","Real Estate","Equity","339,448.48","0.00","339,448.48","23,888.00","14.21","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LGFB","LIONS GATE ENTERTAINMENT NON VOTIN","Communication","Equity","339,464.15","0.00","339,464.15","34,117.00","9.95","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"LPG","DORIAN LPG LTD","Energy","Equity","339,989.16","0.00","339,989.16","9,561.00","35.56","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLF","HERBALIFE NUTRITION LTD","Consumer Staples","Equity","337,815.06","0.00","337,815.06","28,677.00","11.78","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SVC","SERVICE PROPERTIES TRUST","Real Estate","Equity","338,105.12","0.00","338,105.12","43,796.00","7.72","United States","NASDAQ","USD","1.00","USD","-"
"MXL","MAXLINEAR INC","Information Technology","Equity","337,043.59","0.00","337,043.59","18,967.00","17.77","United States","NASDAQ","USD","1.00","USD","-"
"USPH","US PHYSICAL THERAPY INC","Health Care","Equity","337,278.38","0.00","337,278.38","3,574.00","94.37","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MFA","MFA FINANCIAL INC","Financials","Equity","334,986.90","0.00","334,986.90","30,179.00","11.10","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"DHT","DHT HOLDINGS INC","Energy","Equity","335,121.50","0.00","335,121.50","31,675.00","10.58","Bermuda","New York Stock Exchange Inc.","USD","1.00","USD","-"
"RYZB","RAYZEBIO INC","Health Care","Equity","335,385.88","0.00","335,385.88","5,399.00","62.12","United States","NASDAQ","USD","1.00","USD","-"
"PMT","PENNYMAC MORTGAGE INVESTMENT TRUST","Financials","Equity","335,528.60","0.00","335,528.60","24,035.00","13.96","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CPRX","CATALYST PHARMACEUTICALS INC","Health Care","Equity","336,032.64","0.00","336,032.64","24,672.00","13.62","United States","NASDAQ","USD","1.00","USD","-"
"SMTC","SEMTECH CORP","Information Technology","Equity","333,742.98","0.00","333,742.98","17,221.00","19.38","United States","NASDAQ","USD","1.00","USD","-"
"HTLF","HEARTLAND FINANCIAL USA INC","Financials","Equity","333,869.00","0.00","333,869.00","9,748.00","34.25","United States","NASDAQ","USD","1.00","USD","-"
"JBI","JANUS INTERNATIONAL GROUP INC","Industrials","Equity","330,930.87","0.00","330,930.87","22,497.00","14.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ECPG","ENCORE CAPITAL GROUP INC","Financials","Equity","330,946.50","0.00","330,946.50","6,586.00","50.25","United States","NASDAQ","USD","1.00","USD","-"
"PRG","PROG HOLDINGS INC","Financials","Equity","331,023.09","0.00","331,023.09","10,779.00","30.71","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HLX","HELIX ENERGY SOLUTIONS GROUP INC","Energy","Equity","331,587.20","0.00","331,587.20","36,160.00","9.17","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
